,ID,BRAND,RECENCY,REVENUE,SUB,DATE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
0,000AHHU956,RetroReel,40,119.97999999999999,"['expired monthly', 'paid monthly']",2022-05-21,1,2,0,2,4,Mid-Value
1,000BRHY264,CineQuest,38,60.0,['paid annual'],2022-05-23,1,2,0,1,3,Mid-Value
2,000DJKK225,CineQuest,76,48.0,['expired monthly'],2022-04-15,1,1,0,1,2,Low-Value
3,000EFUI271,LimeLight,87,80.01,['paid annual'],2022-04-04,1,1,0,1,2,Low-Value
4,000ELOE240,LimeLight,53,51.62,['trial annual'],2022-05-08,1,2,0,1,3,Mid-Value
5,000ESDW551,RetroReel,54,60.0,['paid monthly'],2022-05-07,1,2,0,1,3,Mid-Value
6,000FBYF129,RetroReel,128,150.05,['paid monthly'],2022-02-22,1,0,0,3,3,Mid-Value
7,000GTIY258,Pulse,112,19.28,['discounted monthly'],2022-03-10,1,1,0,0,1,Low-Value
8,000JNLK053,CineQuest,2,12.01,['paid monthly'],2022-06-28,1,2,0,0,2,Low-Value
9,000KGEM860,CineQuest,158,72.06,['paid monthly'],2022-01-23,1,0,0,1,1,Low-Value
10,000KREJ709,RetroReel,125,150.1,['paid monthly'],2022-02-25,1,0,0,3,3,Mid-Value
11,000LZCB553,RetroReel,50,20.14,['trial monthly'],2022-05-11,1,2,0,0,2,Low-Value
12,000ORNZ823,CineQuest,60,61.6,"['expired monthly', 'discounted monthly']",2022-05-01,1,1,0,1,2,Low-Value
13,000PDZG668,LimeLight,137,80.01,['paid annual'],2022-02-13,1,0,0,1,1,Low-Value
14,000QBES821,CineQuest,28,11.98,['paid monthly'],2022-06-02,1,2,0,0,2,Low-Value
15,000RKIJ792,Pulse,146,50.0,['paid annual'],2022-02-04,1,0,0,1,1,Low-Value
16,000SJSR665,Pulse,79,31.96,['expired monthly'],2022-04-12,1,1,0,0,1,Low-Value
17,000TFKR237,RetroReel,112,119.99,['paid annual'],2022-03-10,1,1,0,2,3,Mid-Value
18,000TMFK922,Pulse,136,50.01,['paid annual'],2022-02-14,1,0,0,1,1,Low-Value
19,000TOJT688,ChillStream,110,74.97,['expired monthly'],2022-03-12,2,1,1,1,3,Mid-Value
20,000TOJT688,Pulse,119,32.0,['paid monthly'],2022-03-03,2,0,1,0,1,Low-Value
21,000TZZT543,RetroReel,168,180.0,['paid monthly'],2022-01-13,1,0,0,3,3,Mid-Value
22,000UCAC008,CineQuest,107,36.03,['expired monthly'],2022-03-15,1,1,0,0,1,Low-Value
23,000ULLT010,RetroReel,80,90.0,['paid monthly'],2022-04-11,1,1,0,2,3,Mid-Value
24,000UTKY023,Pulse,170,48.0,['paid monthly'],2022-01-11,1,0,0,1,1,Low-Value
25,000VITQ690,CineQuest,79,47.980000000000004,"['paid monthly', 'paid monthly']",2022-04-12,1,1,0,1,2,Low-Value
26,000VLET636,RetroReel,28,120.01,['paid annual'],2022-06-02,1,2,0,2,4,Mid-Value
27,000XORN373,ChillStream,152,100.01,['paid annual'],2022-01-29,1,0,0,2,2,Low-Value
28,000XYZK575,Pulse,22,50.0,['paid annual'],2022-06-08,1,2,0,1,3,Mid-Value
29,000YUBG396,RetroReel,79,89.94,['paid monthly'],2022-04-12,1,1,0,2,3,Mid-Value
30,000YWTK044,Pulse,113,50.01,['paid annual'],2022-03-09,1,1,0,1,2,Low-Value
31,000ZBDO909,LimeLight,38,40.0,['paid monthly'],2022-05-23,1,2,0,0,2,Low-Value
32,001AJCT513,ChillStream,174,150.06,['paid monthly'],2022-01-07,1,0,0,3,3,Mid-Value
33,001BZBX615,RetroReel,33,120.0,['paid annual'],2022-05-28,1,2,0,2,4,Mid-Value
34,001DJNA725,LimeLight,34,79.99,['paid annual'],2022-05-27,1,2,0,1,3,Mid-Value
35,001DLTR482,CineQuest,28,72.12,['expired monthly'],2022-06-02,1,2,0,1,3,Mid-Value
36,001FSQJ082,ChillStream,83,75.0,['paid monthly'],2022-04-08,1,1,0,1,2,Low-Value
37,001GUVF664,LimeLight,63,80.01,['paid annual'],2022-04-28,1,1,0,1,2,Low-Value
38,001JYOY737,LimeLight,24,20.0,['paid monthly'],2022-06-06,1,2,0,0,2,Low-Value
39,001KIWF507,RetroReel,43,59.98,['paid monthly'],2022-05-18,1,2,0,1,3,Mid-Value
40,001LPDP619,Pulse,170,48.06,['paid monthly'],2022-01-11,1,0,0,1,1,Low-Value
41,001NKRX135,Pulse,4,49.99,['paid annual'],2022-06-26,1,2,0,1,3,Mid-Value
42,001NOKZ662,RetroReel,57,59.98,['paid monthly'],2022-05-04,1,2,0,1,3,Mid-Value
43,001NUQI691,ChillStream,12,50.04,['paid monthly'],2022-06-18,1,2,0,1,3,Mid-Value
44,001OJEK601,ChillStream,100,125.0,"['expired monthly', 'paid monthly']",2022-03-22,1,1,0,2,3,Mid-Value
45,001PIBK965,CineQuest,42,24.02,['paid monthly'],2022-05-19,2,2,1,0,3,Mid-Value
46,001PIBK965,LimeLight,108,60.06,['expired monthly'],2022-03-14,2,1,1,1,3,Mid-Value
47,001PILU789,CineQuest,78,60.0,['paid annual'],2022-04-13,1,1,0,1,2,Low-Value
48,001QBUN395,CineQuest,100,48.04,['paid monthly'],2022-03-22,1,1,0,1,2,Low-Value
49,001RLIN262,LimeLight,51,40.02,['paid monthly'],2022-05-10,1,2,0,0,2,Low-Value
50,001SIVU071,ChillStream,27,36.56,['discounted annual'],2022-06-03,3,2,2,0,4,Mid-Value
51,001SIVU071,LimeLight,173,120.06,['paid monthly'],2022-01-08,3,0,2,2,4,Mid-Value
52,001SIVU071,Pulse,2,47.88,['expired monthly'],2022-06-28,3,2,2,1,5,High-Value
53,001SQXC187,CineQuest,89,36.0,['paid monthly'],2022-04-02,1,1,0,0,1,Low-Value
54,001SXFZ276,ChillStream,59,99.96000000000001,"['expired monthly', 'paid monthly']",2022-05-02,1,1,0,2,3,Mid-Value
55,001TTLN903,CineQuest,32,30.94,"['trial monthly', 'paid monthly']",2022-05-29,2,2,1,0,3,Mid-Value
56,001TTLN903,Pulse,68,50.01,['paid annual'],2022-04-23,2,1,1,1,3,Mid-Value
57,001UAHA863,ChillStream,59,200.03,"['expired monthly', 'paid annual']",2022-05-02,3,1,2,3,6,High-Value
58,001UAHA863,CineQuest,96,48.0,['paid monthly'],2022-03-26,3,1,2,1,4,Mid-Value
59,001UAHA863,Pulse,31,40.05,['expired monthly'],2022-05-30,3,2,2,0,4,Mid-Value
60,001UFAQ102,CineQuest,148,60.0,['paid annual'],2022-02-02,1,0,0,1,1,Low-Value
61,001UYQB422,LimeLight,138,80.0,['paid annual'],2022-02-12,1,0,0,1,1,Low-Value
62,001VLBV485,CineQuest,25,71.99000000000001,"['expired annual', 'paid monthly']",2022-06-05,1,2,0,1,3,Mid-Value
63,001WOTZ983,Pulse,58,40.0,['expired monthly'],2022-05-03,1,1,0,0,1,Low-Value
64,001WZZE262,LimeLight,151,80.0,['paid annual'],2022-01-30,1,0,0,1,1,Low-Value
65,001XPYF468,Pulse,98,32.0,['paid monthly'],2022-03-24,1,1,0,0,1,Low-Value
66,002BZGD044,CineQuest,177,60.0,['paid annual'],2022-01-04,2,0,1,1,2,Low-Value
67,002BZGD044,RetroReel,158,29.98,['expired monthly'],2022-01-23,2,0,1,0,1,Low-Value
68,002CNQR282,LimeLight,161,80.0,['expired annual'],2022-01-20,1,0,0,1,1,Low-Value
69,002CUYF788,LimeLight,100,79.56,['discounted monthly'],2022-03-22,1,1,0,1,2,Low-Value
70,002EAAX725,CineQuest,120,60.0,['paid annual'],2022-03-02,1,0,0,1,1,Low-Value
71,002EXCW867,RetroReel,93,119.96,['paid monthly'],2022-03-29,1,1,0,2,3,Mid-Value
72,002FCKO341,RetroReel,0,119.97,['expired annual'],2022-06-30,1,2,0,2,4,Mid-Value
73,002FIHW100,CineQuest,7,57.47,"['expired monthly', 'trial monthly']",2022-06-23,1,2,0,1,3,Mid-Value
74,002HTBP303,CineQuest,114,71.98,"['expired monthly', 'paid monthly']",2022-03-08,1,1,0,1,2,Low-Value
75,002IPLW094,RetroReel,129,150.0,['paid monthly'],2022-02-21,1,0,0,3,3,Mid-Value
76,002IWPX234,CineQuest,159,72.0,['paid monthly'],2022-01-22,1,0,0,1,1,Low-Value
77,002JYSZ401,LimeLight,27,120.0,"['expired monthly', 'paid monthly']",2022-06-03,1,2,0,2,4,Mid-Value
78,002KBTX257,ChillStream,105,75.0,['expired monthly'],2022-03-17,1,1,0,1,2,Low-Value
79,002KGKA332,CineQuest,11,60.01,['paid annual'],2022-06-19,1,2,0,1,3,Mid-Value
80,002KIAG292,Pulse,135,40.0,['paid monthly'],2022-02-15,1,0,0,0,0,Low-Value
81,002NKQR179,LimeLight,40,67.14,"['paid monthly', 'trial monthly']",2022-05-21,1,2,0,1,3,Mid-Value
82,002NLTJ592,Pulse,31,47.96,"['expired monthly', 'paid monthly']",2022-05-30,1,2,0,1,3,Mid-Value
83,002NWGK515,Pulse,157,48.0,['paid monthly'],2022-01-24,1,0,0,1,1,Low-Value
84,002NYZB724,CineQuest,31,23.98,['paid monthly'],2022-05-30,1,2,0,0,2,Low-Value
85,002OADV079,ChillStream,65,125.0,"['expired monthly', 'paid monthly']",2022-04-26,1,1,0,2,3,Mid-Value
86,002ODJA245,Pulse,180,47.94,['paid monthly'],2022-01-01,1,0,0,1,1,Low-Value
87,002OFHC379,CineQuest,160,59.99,['paid annual'],2022-01-21,2,0,1,1,2,Low-Value
88,002OFHC379,Pulse,149,50.0,['paid annual'],2022-02-01,2,0,1,1,2,Low-Value
89,002PXRI930,LimeLight,139,80.0,['paid annual'],2022-02-11,1,0,0,1,1,Low-Value
90,002RFCE675,Pulse,124,16.02,['expired monthly'],2022-02-26,1,0,0,0,0,Low-Value
91,002RIEU470,CineQuest,27,31.86,['discounted annual'],2022-06-03,1,2,0,0,2,Low-Value
92,002RKAR661,RetroReel,132,149.95,['paid monthly'],2022-02-18,1,0,0,3,3,Mid-Value
93,002RWXN391,CineQuest,102,108.0,"['paid annual', 'paid monthly']",2022-03-20,1,1,0,2,3,Mid-Value
94,002SOIZ089,LimeLight,139,80.02,['paid annual'],2022-02-11,1,0,0,1,1,Low-Value
95,002URLO240,CineQuest,154,56.62,['discounted annual'],2022-01-27,1,0,0,1,1,Low-Value
96,002VKQJ659,Pulse,4,7.99,['paid monthly'],2022-06-26,1,2,0,0,2,Low-Value
97,002VXNA655,Pulse,108,32.0,['paid monthly'],2022-03-14,1,1,0,0,1,Low-Value
98,002WGSA012,CineQuest,94,48.08,['paid monthly'],2022-03-28,1,1,0,1,2,Low-Value
99,002WKIG010,Pulse,119,32.04,['paid monthly'],2022-03-03,1,0,0,0,0,Low-Value
100,002XLWQ630,ChillStream,51,50.02,['paid monthly'],2022-05-10,1,2,0,1,3,Mid-Value
101,002YJVX993,CineQuest,146,60.01,['paid annual'],2022-02-04,1,0,0,1,1,Low-Value
102,003AEKA966,LimeLight,90,13.18,['discounted monthly'],2022-04-01,1,1,0,0,1,Low-Value
103,003ANID263,LimeLight,84,79.96,['expired monthly'],2022-04-07,1,1,0,1,2,Low-Value
104,003AUQO335,Pulse,139,50.0,['paid annual'],2022-02-11,1,0,0,1,1,Low-Value
105,003DAQK199,ChillStream,166,149.94,['paid monthly'],2022-01-15,1,0,0,3,3,Mid-Value
106,003FHPQ342,CineQuest,142,60.0,['paid annual'],2022-02-08,1,0,0,1,1,Low-Value
107,003FIZU237,CineQuest,13,59.99,['paid annual'],2022-06-17,1,2,0,1,3,Mid-Value
108,003FXVZ713,Pulse,33,31.96,['paid monthly'],2022-05-28,1,2,0,0,2,Low-Value
109,003HHJL570,Pulse,25,49.99,['paid annual'],2022-06-05,1,2,0,1,3,Mid-Value
110,003HLEM814,CineQuest,30,59.99,['paid annual'],2022-05-31,1,2,0,1,3,Mid-Value
111,003HOFE542,RetroReel,52,60.0,['paid monthly'],2022-05-09,1,2,0,1,3,Mid-Value
112,003IMVF953,RetroReel,20,89.97999999999999,"['expired monthly', 'paid monthly']",2022-06-10,1,2,0,2,4,Mid-Value
113,003JAJC959,LimeLight,6,20.0,['paid monthly'],2022-06-24,1,2,0,0,2,Low-Value
114,003JOSE263,CineQuest,152,12.01,['expired monthly'],2022-01-29,1,0,0,0,0,Low-Value
115,003JXTS440,LimeLight,159,20.03,['expired monthly'],2022-01-22,1,0,0,0,0,Low-Value
116,003KHGQ561,RetroReel,0,0.0,['paid monthly'],2022-06-30,1,2,0,0,2,Low-Value
117,003NBZB582,Pulse,100,32.04,['paid monthly'],2022-03-22,1,1,0,0,1,Low-Value
118,003OLXB119,Pulse,82,24.0,['paid monthly'],2022-04-09,1,1,0,0,1,Low-Value
119,003ONER290,CineQuest,0,24.450000000000003,"['trial monthly', 'paid monthly']",2022-06-30,1,2,0,0,2,Low-Value
120,003QYGK056,ChillStream,22,200.01,"['expired annual', 'paid annual']",2022-06-08,1,2,0,3,5,High-Value
121,003QZTI046,CineQuest,42,36.019999999999996,"['expired monthly', 'paid monthly']",2022-05-19,1,2,0,0,2,Low-Value
122,003TEQR186,CineQuest,116,36.03,['expired monthly'],2022-03-06,1,1,0,0,1,Low-Value
123,003UKIB964,RetroReel,79,120.0,['expired monthly'],2022-04-12,1,1,0,2,3,Mid-Value
124,003WNAG684,ChillStream,115,100.0,['paid annual'],2022-03-07,1,1,0,2,3,Mid-Value
125,003XTUL243,CineQuest,162,72.0,['paid monthly'],2022-01-19,1,0,0,1,1,Low-Value
126,003YZJM392,LimeLight,153,20.01,['expired monthly'],2022-01-28,2,0,1,0,1,Low-Value
127,003YZJM392,RetroReel,81,79.05000000000001,['trial monthly'],2022-04-10,2,1,1,1,3,Mid-Value
128,003ZURQ459,ChillStream,65,100.01,['paid annual'],2022-04-26,1,1,0,2,3,Mid-Value
129,003ZZGJ163,Pulse,138,40.0,['paid monthly'],2022-02-12,1,0,0,0,0,Low-Value
130,004AKNN688,ChillStream,115,149.95999999999998,"['expired monthly', 'paid monthly']",2022-03-07,1,1,0,3,4,Mid-Value
131,004AMJN950,LimeLight,171,120.0,['paid monthly'],2022-01-10,1,0,0,2,2,Low-Value
132,004AXNW235,CineQuest,0,0.0,['trial annual'],2022-06-30,1,2,0,0,2,Low-Value
133,004BELU613,ChillStream,105,74.94,['expired monthly'],2022-03-17,1,1,0,1,2,Low-Value
134,004BTTQ071,LimeLight,98,20.01,['paid monthly'],2022-03-24,1,1,0,0,1,Low-Value
135,004EFKZ926,Pulse,6,45.02,['trial annual'],2022-06-24,1,2,0,1,3,Mid-Value
136,004ERWY396,CineQuest,152,72.0,['paid monthly'],2022-01-29,1,0,0,1,1,Low-Value
137,004GBPK269,CineQuest,131,24.0,['expired monthly'],2022-02-19,1,0,0,0,0,Low-Value
138,004GNEP305,LimeLight,65,80.0,['paid annual'],2022-04-26,1,1,0,1,2,Low-Value
139,004GNHV340,ChillStream,94,100.0,['paid annual'],2022-03-28,1,1,0,2,3,Mid-Value
140,004ILUO342,LimeLight,138,79.99,['paid annual'],2022-02-12,1,0,0,1,1,Low-Value
141,004JKTR944,RetroReel,90,90.0,['paid monthly'],2022-04-01,1,1,0,2,3,Mid-Value
142,004JNYB810,Pulse,93,24.0,['expired monthly'],2022-03-29,1,1,0,0,1,Low-Value
143,004JVWK677,LimeLight,85,79.96,['expired monthly'],2022-04-06,1,1,0,1,2,Low-Value
144,004KQJC323,LimeLight,110,59.97,['expired monthly'],2022-03-12,1,1,0,1,2,Low-Value
145,004KXZQ857,RetroReel,108,120.0,['paid monthly'],2022-03-14,1,1,0,2,3,Mid-Value
146,004LDOW280,Pulse,17,32.0,['paid monthly'],2022-06-13,1,2,0,0,2,Low-Value
147,004MHUO064,Pulse,142,39.900000000000006,['paid monthly'],2022-02-08,1,0,0,0,0,Low-Value
148,004MTZV947,CineQuest,71,59.96000000000001,"['expired monthly', 'paid monthly']",2022-04-20,1,1,0,1,2,Low-Value
149,004PAMY118,LimeLight,166,119.94,['paid monthly'],2022-01-15,1,0,0,2,2,Low-Value
150,004PNMJ902,CineQuest,110,36.03,['expired monthly'],2022-03-12,1,1,0,0,1,Low-Value
151,004POHC309,LimeLight,63,59.97,['paid monthly'],2022-04-28,1,1,0,1,2,Low-Value
152,004QHPK778,ChillStream,176,24.99,['expired monthly'],2022-01-05,1,0,0,0,0,Low-Value
153,004QPCZ325,Pulse,24,48.0,['expired monthly'],2022-06-06,1,2,0,1,3,Mid-Value
154,004QZPU504,RetroReel,60,91.06,['trial annual'],2022-05-01,1,1,0,2,3,Mid-Value
155,004RNEC476,ChillStream,134,49.98,['expired monthly'],2022-02-16,1,0,0,1,1,Low-Value
156,004SFGA279,LimeLight,21,119.94,['expired monthly'],2022-06-09,1,2,0,2,4,Mid-Value
157,004SZWZ820,Pulse,46,65.96000000000001,"['expired annual', 'paid monthly']",2022-05-15,1,2,0,1,3,Mid-Value
158,004TECZ734,LimeLight,16,80.01,['paid annual'],2022-06-14,1,2,0,1,3,Mid-Value
159,004VACU875,ChillStream,67,75.0,['paid monthly'],2022-04-24,2,1,1,1,3,Mid-Value
160,004VACU875,Pulse,66,32.0,['paid monthly'],2022-04-25,2,1,1,0,2,Low-Value
161,004WBSE248,ChillStream,41,124.94999999999999,['expired monthly'],2022-05-20,3,2,2,2,6,High-Value
162,004WBSE248,CineQuest,33,60.0,['expired monthly'],2022-05-28,3,2,2,1,5,High-Value
163,004WBSE248,Pulse,148,39.95,['paid monthly'],2022-02-02,3,0,2,0,2,Low-Value
164,004WDNE622,Pulse,27,8.0,['paid monthly'],2022-06-03,1,2,0,0,2,Low-Value
165,004WENA386,Pulse,108,13.92,['trial monthly'],2022-03-14,1,1,0,0,1,Low-Value
166,004WSAQ537,ChillStream,4,22.8,['trial monthly'],2022-06-26,1,2,0,0,2,Low-Value
167,004XLSY951,ChillStream,91,100.0,['paid monthly'],2022-03-31,1,1,0,2,3,Mid-Value
168,004XMMN681,LimeLight,74,79.96,['expired monthly'],2022-04-17,1,1,0,1,2,Low-Value
169,004XVQK228,CineQuest,18,43.72,"['expired monthly', 'trial monthly']",2022-06-12,1,2,0,0,2,Low-Value
170,004ZETP103,RetroReel,38,149.95,['expired monthly'],2022-05-23,1,2,0,3,5,High-Value
171,004ZVVX124,CineQuest,16,44.660000000000004,"['paid monthly', 'discounted monthly']",2022-06-14,1,2,0,1,3,Mid-Value
172,004ZXAB891,CineQuest,55,36.01,"['paid monthly', 'paid monthly']",2022-05-06,1,2,0,0,2,Low-Value
173,005AJTJ963,CineQuest,148,59.900000000000006,['paid monthly'],2022-02-02,1,0,0,1,1,Low-Value
174,005APHH960,CineQuest,137,28.0,['discounted monthly'],2022-02-13,2,0,1,0,1,Low-Value
175,005APHH960,Pulse,156,50.01,['paid annual'],2022-01-25,2,0,1,1,2,Low-Value
176,005AVDY361,ChillStream,35,200.01999999999998,"['expired annual', 'paid annual']",2022-05-26,1,2,0,3,5,High-Value
177,005BCIQ004,LimeLight,103,80.0,['expired annual'],2022-03-19,1,1,0,1,2,Low-Value
178,005CBWF649,Pulse,133,50.01,['paid annual'],2022-02-17,1,0,0,1,1,Low-Value
179,005CLAH698,RetroReel,117,120.0,['expired annual'],2022-03-05,1,1,0,2,3,Mid-Value
180,005CLOA577,RetroReel,76,119.99,['paid annual'],2022-04-15,1,1,0,2,3,Mid-Value
181,005CVMO725,LimeLight,71,59.94,['paid monthly'],2022-04-20,2,1,1,1,3,Mid-Value
182,005CVMO725,RetroReel,85,119.99,['expired annual'],2022-04-06,2,1,1,2,4,Mid-Value
183,005DEST751,ChillStream,93,84.27,['trial annual'],2022-03-29,2,1,1,1,3,Mid-Value
184,005DEST751,CineQuest,160,60.0,['paid annual'],2022-01-21,2,0,1,1,2,Low-Value
185,005DTWK409,RetroReel,15,29.99,['paid monthly'],2022-06-15,1,2,0,0,2,Low-Value
186,005EBJD636,Pulse,37,49.99,['paid annual'],2022-05-24,1,2,0,1,3,Mid-Value
187,005EDVN799,RetroReel,23,162.18,"['expired monthly', 'trial monthly']",2022-06-07,1,2,0,3,5,High-Value
188,005FXWL713,CineQuest,106,71.99000000000001,"['expired monthly', 'paid annual']",2022-03-16,1,1,0,1,2,Low-Value
189,005IKHP676,CineQuest,61,36.03,['paid monthly'],2022-04-30,2,1,1,0,2,Low-Value
190,005IKHP676,LimeLight,56,40.0,['paid monthly'],2022-05-05,2,2,1,0,3,Mid-Value
191,005ITHJ033,LimeLight,140,100.05000000000001,['paid monthly'],2022-02-10,1,0,0,2,2,Low-Value
192,005JAMG408,LimeLight,116,79.99,['expired annual'],2022-03-06,1,1,0,1,2,Low-Value
193,005KMLV801,RetroReel,159,119.98,['paid annual'],2022-01-22,1,0,0,2,2,Low-Value
194,005LMLD320,LimeLight,12,59.97,['paid monthly'],2022-06-18,1,2,0,1,3,Mid-Value
195,005MQWT219,LimeLight,177,119.88,['paid monthly'],2022-01-04,1,0,0,2,2,Low-Value
196,005MVVN443,Pulse,90,37.92,"['paid monthly', 'trial monthly']",2022-04-01,1,1,0,0,1,Low-Value
197,005NNEI219,CineQuest,87,33.42,['trial monthly'],2022-04-04,1,1,0,0,1,Low-Value
198,005NTLW643,CineQuest,54,36.03,['paid monthly'],2022-05-07,1,2,0,0,2,Low-Value
199,005OXQY492,Pulse,95,32.08,['paid monthly'],2022-03-27,1,1,0,0,1,Low-Value
200,005PSDD172,ChillStream,65,100.01,['paid annual'],2022-04-26,2,1,1,2,4,Mid-Value
