,Unnamed: 0,ID,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,OverallScore,RevenueCluster,last_6m_REVENUE,LTVCluster,BRAND_ChillStream,BRAND_CineQuest,BRAND_LimeLight,BRAND_Pulse,BRAND_RetroReel,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value
0,0,000AHHU956,0,216.4182724252492,1,2,0,6,4,165.8417275747508,2,0,0,0,0,1,1,0,0
1,1,000BRHY264,0,37.44827586206897,1,2,0,3,1,22.551724137931032,0,0,1,0,0,0,0,0,1
2,2,000DJKK225,0,71.40821917808219,1,2,0,4,2,72.59178082191781,0,0,1,0,0,0,0,0,1
3,3,000EFUI271,0,39.67619178082192,1,2,0,3,1,40.33380821917808,0,0,0,1,0,0,0,0,1
4,4,000ELOE240,66,0.0,1,1,0,1,0,80.01,0,0,0,1,0,0,0,1,0
5,5,000ENIY291,0,193.39726027397265,1,2,0,6,4,196.60273972602735,2,0,0,0,0,1,1,0,0
6,6,000ESDW551,0,193.39726027397265,1,2,0,6,4,196.60273972602735,2,0,0,0,0,1,1,0,0
7,7,000FBYF129,0,178.58005479452055,1,2,0,6,4,181.53994520547943,2,0,0,0,0,1,1,0,0
8,9,000JNLK053,0,73.12510703363915,1,2,0,4,2,58.98489296636086,0,0,1,0,0,0,0,0,1
9,10,000KGEM860,0,74.49193146417446,1,2,0,4,2,57.61806853582556,0,0,1,0,0,0,0,0,1
10,11,000KREJ709,0,178.63956164383566,1,2,0,6,4,181.6004383561644,2,0,0,0,0,1,1,0,0
11,12,000LZCB553,168,10.069999999999991,1,0,0,0,0,120.04,1,0,0,0,0,1,0,1,0
12,13,000NKPB626,0,72.52900000000001,1,2,0,4,2,152.56099999999998,2,1,0,0,0,0,0,0,1
13,14,000ORNZ823,0,177.58991596638657,1,2,0,6,4,143.81008403361344,1,0,1,0,0,0,1,0,0
14,15,000PDZG668,0,61.62472340425532,1,2,0,4,2,18.385276595744685,0,0,0,1,0,0,0,0,1
15,16,000PGCL630,0,148.70761643835615,2,2,1,7,4,151.17238356164384,2,1,0,0,0,0,1,0,0
16,17,000PGCL630,56,120.04000000000002,2,1,1,5,3,119.99,1,0,0,0,0,1,1,0,0
17,18,000QEVH452,0,15.506607929515418,1,2,0,2,0,64.49339207048459,0,0,0,1,0,0,0,1,0
18,19,000RCRI318,0,193.39726027397265,1,2,0,6,4,196.60273972602735,2,0,0,0,0,1,1,0,0
19,20,000RKIJ792,152,0.0,1,0,0,0,0,40.0,0,0,0,0,1,0,0,1,0
20,21,000SDWN043,0,35.22935779816514,1,2,0,3,1,44.77064220183486,0,0,0,1,0,0,0,0,1
21,22,000SJSR665,0,10.027649769585253,1,2,0,2,0,53.97235023041475,0,0,0,0,1,0,0,1,0
22,23,000TFKR237,0,59.5018904109589,1,2,0,4,2,60.488109589041095,0,0,0,0,0,1,0,0,1
23,24,000TMFK922,0,99.008547008547,2,2,1,6,3,92.991452991453,1,0,1,0,0,0,1,0,0
24,25,000TMFK922,0,41.52206422018349,2,2,1,4,1,14.20793577981651,0,0,0,0,1,0,0,0,1
25,26,000TOJT688,0,119.07320547945206,2,2,1,6,3,121.04679452054796,1,0,0,1,0,0,1,0,0
26,27,000TOJT688,0,175.2196774193549,2,2,1,7,4,34.850322580645155,0,0,0,0,0,1,1,0,0
27,28,000TZZT543,0,178.5205479452055,1,2,0,6,4,181.4794520547945,2,0,0,0,0,1,1,0,0
28,29,000UCAC008,0,92.51053977272728,1,2,0,4,2,87.39946022727273,1,0,1,0,0,0,0,0,1
29,30,000UJBA972,0,178.4610410958904,1,2,0,6,4,181.4189589041096,2,0,0,0,0,1,1,0,0
30,31,000ULLT010,0,178.5205479452055,1,2,0,6,4,181.4794520547945,2,0,0,0,0,1,1,0,0
31,32,000UPJQ162,0,59.511808219178086,1,2,0,4,2,60.49819178082192,0,0,0,0,0,1,0,0,1
32,33,000UQTO352,81,60.06,2,1,1,4,2,80.01,0,0,0,1,0,0,0,0,1
33,34,000UQTO352,0,23.83123595505618,2,2,1,3,0,25.20876404494382,0,0,0,0,1,0,0,0,1
34,35,000UTKY023,0,52.41628959276018,1,2,0,3,1,11.58371040723982,0,0,0,0,1,0,0,0,1
35,37,000XORN373,0,49.594,1,2,0,3,1,50.416,0,1,0,0,0,0,0,0,1
36,38,000XYZK575,0,13.253012048192772,1,2,0,2,0,36.74698795180723,0,0,0,0,1,0,0,1,0
37,39,000YBDY680,1,40.02,1,2,0,3,1,48.06,0,0,0,0,1,0,0,0,1
38,40,000YRER318,0,54.53144230769231,1,2,0,3,1,77.3585576923077,0,0,1,0,0,0,0,0,1
39,41,000YUBG396,0,188.1981502890173,1,2,0,6,4,171.5618497109827,2,0,0,0,0,1,1,0,0
40,42,000YWTK044,0,24.7994794520548,1,2,0,2,0,25.210520547945205,0,0,0,0,1,0,0,1,0
41,43,000YZXN802,0,26.92112,1,2,0,2,0,53.59888,0,0,0,0,1,0,0,1,0
42,44,000ZBDO909,0,119.013698630137,1,2,0,5,3,120.986301369863,1,0,0,1,0,0,1,0,0
43,45,001AJCT513,0,165.81721611721613,1,2,0,6,4,84.28278388278389,1,1,0,0,0,0,1,0,0
44,46,001ARPK279,0,236.7085,1,2,0,7,5,211.4415,2,1,0,0,0,0,1,0,0
45,47,001AVSB880,0,119.013698630137,1,2,0,5,3,120.986301369863,1,0,0,1,0,0,1,0,0
46,48,001BZBX615,0,59.50684931506849,1,2,0,4,2,60.49315068493151,0,0,0,0,0,1,0,0,1
47,49,001DLTR482,0,3.518324607329843,1,2,0,2,0,80.48167539267016,0,0,1,0,0,0,0,1,0
48,50,001FSQJ082,0,161.16438356164383,1,2,0,6,4,163.83561643835617,2,1,0,0,0,0,1,0,0
49,51,001GBJC687,0,119.13271232876713,1,2,0,5,3,121.10728767123288,1,0,0,1,0,0,1,0,0
50,52,001GUVF664,0,75.03528497409327,1,2,0,4,2,64.94471502590673,0,0,0,1,0,0,0,0,1
51,53,001JDME989,0,6.432160804020101,1,2,0,2,0,73.5678391959799,0,0,0,1,0,0,0,1,0
52,55,001KIWF507,0,178.4610410958904,1,2,0,6,4,181.4189589041096,2,0,0,0,0,1,1,0,0
53,56,001LPDP619,0,47.664986301369865,1,2,0,3,1,48.45501369863014,0,0,0,0,1,0,0,0,1
54,57,001MJIH685,0,42.69721698113207,1,2,0,3,1,10.192783018867924,0,0,0,0,1,0,0,0,1
55,58,001NOKZ662,0,29.753424657534246,2,2,1,3,0,30.246575342465757,0,0,1,0,0,0,0,0,1
56,59,001NOKZ662,0,178.4610410958904,2,2,1,7,4,181.4189589041096,2,0,0,0,0,1,1,0,0
57,60,001NUQI691,0,28.14647887323944,1,2,0,2,0,171.69352112676057,2,1,0,0,0,0,0,1,0
58,61,001OJEK601,0,148.76712328767124,1,2,0,6,4,151.23287671232876,2,1,0,0,0,0,1,0,0
59,62,001PIBK965,0,71.46772602739726,2,2,1,5,2,72.65227397260274,0,0,1,0,0,0,1,0,0
60,63,001PIBK965,15,80.06,2,2,1,5,2,57.84,0,0,0,1,0,0,1,0,0
61,64,001PILU789,26,60.0,1,2,0,4,2,180.01,2,0,1,0,0,0,0,0,1
62,65,001PKYB529,0,126.27906976744188,1,2,0,5,3,53.72093023255813,0,0,0,1,0,0,1,0,0
63,66,001QBUN395,0,137.1963157894737,1,2,0,5,3,139.1036842105263,1,0,1,0,0,0,1,0,0
64,67,001QSLT093,0,24.784602739726022,1,2,0,2,0,25.19539726027397,0,0,0,0,1,0,0,1,0
65,68,001RBOC950,0,124.76517241379312,1,2,0,5,3,95.1248275862069,1,0,0,1,0,0,1,0,0
66,70,001SIVU071,0,128.99597260273976,2,2,1,6,3,131.1340273972603,1,0,0,1,0,0,1,0,0
67,71,001SIVU071,0,24.794520547945208,2,2,1,3,0,25.205479452054792,0,0,0,0,1,0,0,0,1
68,72,001SXFZ276,0,104.7262893081761,1,2,0,5,3,195.32371069182392,2,1,0,0,0,0,1,0,0
69,73,001TTLN903,0,47.28212499999999,3,2,2,5,1,63.157875,0,0,1,0,0,0,1,0,0
70,74,001TTLN903,0,57.17142857142858,3,2,2,5,1,42.87857142857143,0,0,0,1,0,0,1,0,0
71,75,001TTLN903,0,36.54952076677316,3,2,2,5,1,51.45047923322684,0,0,0,0,1,0,1,0,0
72,76,001UAHA863,0,49.58408219178082,4,2,2,5,1,50.40591780821917,0,1,0,0,0,0,1,0,0
73,77,001UAHA863,0,29.4199442896936,4,2,2,4,0,30.590055710306405,0,0,1,0,0,0,0,0,1
74,78,001UAHA863,0,69.16169354838709,4,2,2,6,2,10.9883064516129,0,0,0,0,1,0,1,0,0
75,79,001UAHA863,0,65.82915151515151,4,2,2,6,2,54.19084848484849,0,0,0,0,0,1,1,0,0
76,80,001UDSL771,0,71.40821917808219,1,2,0,4,2,72.59178082191781,0,0,1,0,0,0,0,0,1
77,81,001UYQB422,0,39.67123287671233,1,2,0,3,1,40.32876712328767,0,0,0,1,0,0,0,0,1
78,82,001VLBV485,0,77.35890410958905,1,2,0,4,2,78.64109589041095,0,0,1,0,0,0,0,0,1
79,83,001WKVX393,0,73.33699999999999,1,2,0,4,2,75.82300000000001,0,0,0,1,0,0,0,0,1
80,84,001WOTZ983,0,47.54597260273973,1,2,0,3,1,48.33402739726027,0,0,0,0,1,0,0,0,1
81,85,001WZZE262,0,39.67123287671233,2,2,1,4,1,40.32876712328767,0,0,0,1,0,0,0,0,1
82,86,001WZZE262,0,178.49934210526314,2,2,1,7,4,121.30065789473682,1,0,0,0,0,1,1,0,0
83,87,001XPYF468,0,37.14808823529412,1,2,0,3,1,44.86191176470588,0,0,0,0,1,0,0,0,1
84,88,001YPUL192,0,126.56290322580644,1,2,0,5,3,98.38709677419357,1,1,0,0,0,0,1,0,0
85,89,002ANIL633,0,37.41165289256198,1,2,0,3,1,12.60834710743802,0,0,0,0,1,0,0,0,1
86,90,002AOWO547,0,33.37162420382165,1,2,0,3,1,46.61837579617834,0,0,0,1,0,0,0,0,1
87,91,002BKVK889,0,111.36605128205127,1,2,0,5,3,8.613948717948716,0,0,0,0,0,1,1,0,0
88,92,002BZGD044,0,39.381818181818176,1,2,0,3,1,63.21818181818182,0,0,1,0,0,0,0,0,1
89,93,002CNQR282,0,119.07320547945208,1,2,0,5,3,121.04679452054796,1,0,0,1,0,0,1,0,0
90,94,002CREJ862,0,18.72786885245901,1,2,0,2,0,35.67213114754098,0,0,0,0,1,0,0,1,0
91,95,002CUYF788,0,119.013698630137,1,2,0,5,3,120.986301369863,1,0,0,1,0,0,1,0,0
92,96,002CXBG255,0,9.134666666666666,1,2,0,2,0,75.18533333333333,0,0,1,0,0,0,0,1,0
93,97,002EAAX725,0,126.4381625441696,1,2,0,5,3,77.66183745583038,0,0,1,0,0,0,1,0,0
94,98,002EXCW867,0,119.07320547945208,2,2,1,6,3,121.04679452054796,1,0,0,1,0,0,1,0,0
95,99,002EXCW867,0,172.07518731988475,2,2,1,7,4,157.81481268011524,2,0,0,0,0,1,1,0,0
96,100,002FIHW100,0,71.40821917808219,2,2,1,5,2,72.59178082191781,0,0,1,0,0,0,1,0,0
97,101,002FIHW100,0,116.83258064516131,2,2,1,6,3,43.24741935483871,0,0,0,1,0,0,1,0,0
98,102,002FMLQ798,0,58.62288659793815,1,2,0,3,1,85.33711340206186,1,0,0,0,1,0,0,0,1
99,103,002GOMV479,0,39.67123287671233,1,2,0,3,1,40.32876712328767,0,0,0,1,0,0,0,0,1
100,104,002HTBP303,0,77.29443835616438,1,2,0,4,2,78.5755616438356,0,0,1,0,0,0,0,0,1
101,105,002IPLW094,0,178.5205479452055,1,2,0,6,4,181.4794520547945,2,0,0,0,0,1,1,0,0
102,106,002IWPX234,0,71.40821917808219,1,2,0,4,2,72.59178082191781,0,0,1,0,0,0,0,0,1
103,107,002JYSZ401,0,119.013698630137,1,2,0,5,3,120.986301369863,1,0,0,1,0,0,1,0,0
104,108,002KDWJ981,0,122.13410334346504,1,2,0,5,3,153.08589665653494,2,1,0,0,0,0,1,0,0
105,109,002KGKA332,0,55.92134328358209,1,2,0,3,1,196.1686567164179,2,0,1,0,0,0,0,0,1
106,110,002KIAG292,0,26.05804,1,2,0,2,0,27.471960000000003,0,0,0,0,1,0,0,1,0
107,111,002MCDO278,0,70.63604240282685,1,2,0,4,2,129.26395759717315,1,0,0,1,0,0,0,0,1
108,112,002MYOP233,0,178.4610410958904,1,2,0,6,4,181.4189589041096,2,0,0,0,0,1,1,0,0
109,113,002NKQR179,0,217.7183980582524,1,2,0,6,4,71.23160194174756,0,0,0,1,0,0,1,0,0
110,114,002NLTJ592,0,75.52528634361234,1,2,0,4,2,51.59471365638767,0,0,0,0,1,0,0,0,1
111,116,002NYZB724,0,71.34871232876712,1,2,0,4,2,72.53128767123287,0,0,1,0,0,0,0,0,1
112,117,002OADV079,0,174.59807073954985,1,2,0,6,4,125.40192926045016,1,1,0,0,0,0,1,0,0
113,118,002ODJA245,0,24.441340782122907,1,2,0,2,0,25.558659217877093,0,0,0,0,1,0,0,1,0
114,119,002OFHC379,0,67.00315789473684,2,2,1,5,2,77.11684210526316,0,0,1,0,0,0,1,0,0
115,120,002OFHC379,0,36.87619047619048,2,2,1,4,1,51.12380952380952,0,0,0,0,1,0,0,0,1
116,121,002OHHT519,0,4.005,1,2,0,2,0,20.035,0,0,0,0,1,0,0,1,0
117,122,002PPXS156,0,168.42821705426357,1,2,0,6,4,71.65178294573644,0,0,0,1,0,0,1,0,0
118,123,002PXRI930,0,39.67123287671233,1,2,0,3,1,40.32876712328767,0,0,0,1,0,0,0,0,1
119,124,002RFCE675,0,47.54597260273973,1,2,0,3,1,48.33402739726028,0,0,0,0,1,0,0,0,1
120,125,002RKAR661,0,48.05769230769231,2,2,1,4,1,176.85230769230768,2,1,0,0,0,0,0,0,1
121,126,002RKAR661,0,178.4610410958904,2,2,1,7,4,181.4189589041096,2,0,0,0,0,1,1,0,0
122,127,002RWXN391,0,57.84015748031497,1,2,0,3,1,158.20984251968505,2,0,1,0,0,0,0,0,1
123,128,002SOIZ089,0,49.59895890410959,2,2,1,4,1,50.42104109589041,0,1,0,0,0,0,0,0,1
124,129,002SOIZ089,0,68.64274881516587,2,2,1,5,2,11.377251184834122,0,0,0,1,0,0,1,0,0
125,130,002TRCU179,0,178.5205479452055,1,2,0,6,4,181.4794520547945,2,0,0,0,0,1,1,0,0
126,131,002UQOE027,0,202.87382436260623,1,2,0,6,4,192.78617563739385,2,0,0,0,0,1,1,0,0
127,132,002URLO240,0,29.753424657534246,1,2,0,2,0,30.246575342465757,0,0,1,0,0,0,0,1,0
128,133,002VXNA655,0,2.62828125,1,2,0,2,0,53.44171875,0,0,0,0,1,0,0,1,0
129,134,002WGSA012,0,70.86710097719869,1,2,0,4,2,49.3328990228013,0,0,1,0,0,0,0,0,1
130,135,002WKIG010,0,5.517241379310345,1,2,0,2,0,50.48275862068965,0,0,0,0,1,0,0,1,0
131,136,002XLWQ630,0,148.8266301369863,1,2,0,6,4,151.2933698630137,2,1,0,0,0,0,1,0,0
132,137,002ZPKN335,76,24.0,1,1,0,1,0,50.0,0,0,0,0,1,0,0,1,0
133,138,003AEKA966,0,39.67123287671233,1,2,0,3,1,40.32876712328767,0,0,0,1,0,0,0,0,1
134,139,003AFDK971,0,39.93170305676856,1,2,0,3,1,76.58829694323144,0,0,1,0,0,0,0,0,1
135,140,003ANID263,0,118.9541917808219,1,2,0,5,3,120.92580821917808,1,0,0,1,0,0,1,0,0
136,142,003DAQK199,0,148.70761643835615,1,2,0,6,4,151.17238356164384,2,1,0,0,0,0,1,0,0
137,143,003FHPQ342,0,52.71844660194175,1,2,0,3,1,7.28155339805825,0,0,1,0,0,0,0,0,1
138,144,003FIZU237,0,46.8,1,2,0,3,1,73.19999999999999,0,0,1,0,0,0,0,0,1
139,145,003FXVZ713,0,88.48379746835444,1,2,0,4,2,65.99620253164555,0,0,0,0,1,0,0,0,1
140,146,003GPNN238,0,26.953152173913043,1,2,0,2,0,53.03684782608696,0,0,0,1,0,0,0,1,0
141,147,003HOFE542,48,150.0,1,1,0,5,4,90.03,1,0,0,0,0,1,1,0,0
142,148,003IMVF953,0,193.3239669421488,1,2,0,6,4,196.54603305785125,2,0,0,0,0,1,1,0,0
143,149,003IPDP078,0,70.76612903225806,1,2,0,4,2,199.23387096774195,2,0,0,0,0,1,0,0,1
144,150,003JAJC959,21,100.0,1,2,0,5,3,80.04,0,0,0,1,0,0,1,0,0
145,151,003JOSE263,0,67.17201166180757,1,2,0,4,2,76.82798833819243,0,0,1,0,0,0,0,0,1
146,152,003JXTS440,0,39.67123287671233,1,2,0,3,1,40.32876712328767,0,0,0,1,0,0,0,0,1
147,153,003KGDD155,0,39.66131506849315,1,2,0,3,1,40.31868493150685,0,0,0,1,0,0,0,0,1
148,154,003KHGQ561,0,148.8266301369863,1,2,0,6,4,151.2933698630137,2,1,0,0,0,0,1,0,0
149,155,003LTEX955,0,39.66627397260274,1,2,0,3,1,40.32372602739726,0,0,0,1,0,0,0,0,1
150,156,003NBZB582,0,11.34616935483871,1,2,0,2,0,31.94383064516129,0,0,0,0,1,0,0,1,0
151,157,003NRLM550,0,119.013698630137,1,2,0,5,3,120.986301369863,1,0,0,1,0,0,1,0,0
152,158,003OLXB119,1,48.0,1,2,0,3,1,28.28,0,0,0,0,1,0,0,0,1
153,159,003ONER290,0,71.40821917808219,1,2,0,4,2,72.59178082191781,0,0,1,0,0,0,0,0,1
154,160,003QYGK056,0,49.594,1,2,0,3,1,50.416,0,1,0,0,0,0,0,0,1
155,161,003QZTI046,0,71.34871232876714,1,2,0,4,2,72.53128767123289,0,0,1,0,0,0,0,0,1
156,162,003TCEP184,0,40.23863247863248,1,2,0,3,1,55.84136752136752,0,0,1,0,0,0,0,0,1
157,164,003TEQR186,0,106.99507389162562,2,2,1,6,3,42.124926108374375,0,0,0,1,0,0,1,0,0
158,165,003UKIB964,0,178.5205479452055,1,2,0,6,4,181.4794520547945,2,0,0,0,0,1,1,0,0
159,166,003UYFP763,0,59.511808219178086,1,2,0,4,2,60.49819178082192,0,0,0,0,0,1,0,0,1
160,167,003VDDJ532,0,95.95959595959596,1,2,0,5,3,154.04040404040404,2,1,0,0,0,0,1,0,0
161,168,003WHEB120,0,73.53292452830188,1,2,0,4,2,58.57707547169811,0,0,1,0,0,0,0,0,1
162,169,003WNAG684,0,95.76719576719576,1,2,0,5,3,4.232804232804227,0,1,0,0,0,0,1,0,0
163,170,003WSHV251,0,27.097051792828683,1,2,0,2,0,72.92294820717132,0,1,0,0,0,0,0,1,0
164,171,003XKHS955,0,96.17113846153846,2,2,1,6,3,123.93886153846157,1,0,0,1,0,0,1,0,0
165,173,003XTUL243,46,107.97,2,1,1,5,3,72.06,0,0,1,0,0,0,1,0,0
166,174,003XTUL243,0,24.78956164383562,2,2,1,3,0,25.200438356164383,0,0,0,0,1,0,0,0,1
167,175,003YXVZ587,0,133.1917928286853,1,2,0,5,3,196.9182071713148,2,0,0,0,0,1,1,0,0
168,176,003YZJM392,0,178.5205479452055,1,2,0,6,4,181.4794520547945,2,0,0,0,0,1,1,0,0
169,177,003ZURQ459,0,49.594,1,2,0,3,1,50.416,0,1,0,0,0,0,0,0,1
170,178,003ZZGJ163,0,61.27228426395937,2,2,1,5,2,147.8677157360406,2,1,0,0,0,0,1,0,0
